Nombre;Origen del financiamiento;Provincia;Localidad;Cantidad total de camas
PUESTO SANITARIO (BANDA RURAL SUR) NUEVO LIBANO;Público;Santiago del Estero;Nueva Libano;0
PUESTO SANITARIO (BANDA RURAL SUR) SAN JOSE;Público;Santiago del Estero;La Banda;0
PUESTO SANITARIO (BANDA RURAL SUR) SEÑORA PUJIO;Público;Santiago del Estero;La Banda;0
PUESTO SANITARIO (BANDA RURAL SUR) TAJAMAR;Público;Santiago del Estero;Tajamar;0
PUESTO SANITARIO (BANDA RURAL SUR) TRAMO 26;Público;Santiago del Estero;Tramo 26;0
PUESTO SANITARIO (CAPITAL RURAL NORTE)  RAMON CARRILLO - EL DEAN - RUTA 211;Público;Santiago del Estero;El Deán;0
PUESTO SANITARIO (CAPITAL RURAL NORTE) ANTILO;Público;Santiago del Estero;Antilo;0
PUESTO SANITARIO (CAPITAL RURAL NORTE) ESCUELA DE LA ESTANCITA;Público;Santiago del Estero;San Lorenzo;0
PUESTO SANITARIO (CAPITAL RURAL NORTE) NUEVA ESPERANZA;Público;Santiago del Estero;Santiago del Estero;0
PUESTO SANITARIO (CAPITAL RURAL NORTE) POCITOS;Público;Santiago del Estero;Chañar Pocito;0
PUESTO SANITARIO (CAPITAL RURAL NORTE) REMES;Público;Santiago del Estero;Remes;0
PUESTO SANITARIO (CAPITAL RURAL NORTE) RODEO DE SORIA;Público;Santiago del Estero;Rodeo de Soria;0
PUESTO SANITARIO (CAPITAL RURAL NORTE) SAN ANTONIO;Público;Santiago del Estero;San Antonio Norte;0
PUESTO SANITARIO (CAPITAL RURAL NORTE) SAN BENITO;Público;Santiago del Estero;San Benito;0
PUESTO SANITARIO (CAPITAL RURAL SUR) ESTACION ZANJON;Público;Santiago del Estero;El Zanjón;0
PUESTO SANITARIO (CAPITAL RURAL SUR) MACO;Público;Santiago del Estero;Maco;0
PUESTO SANITARIO (CAPITAL RURAL SUR) MAQUITO;Público;Santiago del Estero;Maquito;0
PUESTO SANITARIO (CAPITAL RURAL SUR) PUESTITO DE SAN ANTONIO;Público;Santiago del Estero;Puesto de San Antonio;0
PUESTO SANITARIO (CAPITAL RURAL SUR) SAN PEDRO;Público;Santiago del Estero;San Pedro;0
PUESTO SANITARIO (CAPITAL RURAL SUR) SANTA MARIA;Público;Santiago del Estero;Santa María;0
PUESTO SANITARIO (CAPITAL RURAL SUR) SANTA ROSA;Público;Santiago del Estero;Santa Rosa;0
PUESTO SANITARIO (CAPITAL RURAL SUR) VILLA ZANJON;Público;Santiago del Estero;El Zanjón;0
PUESTO SANITARIO (CAPITAL RURAL SUR) VUELTA DE LA BARRANCA;Público;Santiago del Estero;Vuelta de la Barranca;0
PUESTO SANITARIO (CAPITAL RURAL SUR) ZANJON Y CANAL;Público;Santiago del Estero;Zanjon;0
PUESTO SANITARIO 12 DE OCTUBRE;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO 9 DE JULIO (PARAJE);Público;Santiago del Estero;Tintina;0
PUESTO SANITARIO ABRA GRANDE;Público;Santiago del Estero;Abra Grande;0
PUESTO SANITARIO ACOS;Público;Santiago del Estero;Termas de Río Hondo;0
PUESTO SANITARIO AEROLITO;Público;Santiago del Estero;Aerolito;0
PUESTO SANITARIO AGUA AMARGA;Público;Santiago del Estero;Agua Amarga;0
PUESTO SANITARIO AGUSTINA LIBARONA;Público;Santiago del Estero;Agustina Libarona;0
PUESTO SANITARIO AHI VEREMOS (PELLEGRINI);Público;Santiago del Estero;Ahí Veremos;0
PUESTO SANITARIO ALGARROBAL VIEJO;Público;Santiago del Estero;Algarrobal Viejo;0
PUESTO SANITARIO ALHUAMPA;Público;Santiago del Estero;Alhuampa;0
PUESTO SANITARIO AMAMA;Público;Santiago del Estero;Amama;0
PUESTO SANITARIO AMBARGASTA;Público;Santiago del Estero;Ambargasta;0
PUESTO SANITARIO AMICHA;Público;Santiago del Estero;Termas de Río Hondo;0
PUESTO SANITARIO AMOLADERAS;Público;Santiago del Estero;Amoladeras;0
PUESTO SANITARIO ANCAS MAYU;Público;Santiago del Estero;Ojo de Agua;0
PUESTO SANITARIO ANCOCHA;Público;Santiago del Estero;Ancocha;0
PUESTO SANITARIO ANGA;Público;Santiago del Estero;Anga;0
PUESTO SANITARIO ANTAJE;Público;Santiago del Estero;La Banda;0
PUESTO SANITARIO ARBOL BLANCO;Público;Santiago del Estero;Árbol Blanco;0
PUESTO SANITARIO ARGENTINA;Público;Santiago del Estero;Argentina;0
PUESTO SANITARIO ARRAGA;Público;Santiago del Estero;Árraga;0
PUESTO SANITARIO ASINGASTA;Público;Santiago del Estero;Barrancas;0
PUESTO SANITARIO ASSAN HAICK DE NUEVA FRANCIA;Público;Santiago del Estero;Nueva Francia;0
PUESTO SANITARIO ATOJ POZO;Público;Santiago del Estero;Atoj Pozo;0
PUESTO SANITARIO AVERIAS;Público;Santiago del Estero;Averías;0
PUESTO SANITARIO AYUNCHA;Público;Santiago del Estero;Ayuncha;0
PUESTO SANITARIO AZOGASTA;Público;Santiago del Estero;Suncho Corral;0
PUESTO SANITARIO B° BELGRANO NORTE;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO BABILONIA;Público;Santiago del Estero;Babilonia;0
PUESTO SANITARIO BAJO DE LAS PIEDRAS;Público;Santiago del Estero;Bajo las Piedras;0
PUESTO SANITARIO BARRANCA COLORADA;Público;Santiago del Estero;Barranca Colorada;0
PUESTO SANITARIO BARRANCAS - OJO DE AGUA;Público;Santiago del Estero;Ojo de Agua;0
PUESTO SANITARIO BARRANCAS (SALAVINA);Público;Santiago del Estero;Barrancas;0
PUESTO SANITARIO BARRIO ALMIRANTE BROWN;Público;Santiago del Estero;Santiago del Estero;0
PUESTO SANITARIO BARRIO EL CANAL;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO BARRIO EL TRIANGULO;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO BARRIO ESPAÑA;Público;Santiago del Estero;Termas de Río Hondo;0
PUESTO SANITARIO BARRIO EVITA;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO BARRIO SAN MARTIN (CAPITAL);Público;Santiago del Estero;Santiago del Estero;0
PUESTO SANITARIO BARRIO SAN MARTIN (COPO);Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO BARRIO SAN VICENTE;Público;Santiago del Estero;Campo Gallo;0
PUESTO SANITARIO BELGRANO;Público;Santiago del Estero;Belgrano;0
PUESTO SANITARIO BLANCA POZO;Público;Santiago del Estero;Blanca Pozo;0
PUESTO SANITARIO Bº BELGRANO;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO Bº CHAYUA;Público;Santiago del Estero;Suncho Corral;0
PUESTO SANITARIO Bº FORTABAT;Público;Santiago del Estero;Frías;0
PUESTO SANITARIO Bº IFIA;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO Bº LOURDES;Público;Santiago del Estero;Suncho Corral;0
PUESTO SANITARIO BOQUERON;Público;Santiago del Estero;Medellín;0
PUESTO SANITARIO BRACHO LUJAN;Público;Santiago del Estero;Colonia Dora;0
PUESTO SANITARIO BUEY MUERTO;Público;Santiago del Estero;Ingeniero Forres (Est. Chaguar Punco);0
PUESTO SANITARIO BUEY RODEO;Público;Santiago del Estero;Santiago del Estero;0
PUESTO SANITARIO BURRO POZO;Público;Santiago del Estero;Brea Pozo;0
PUESTO SANITARIO CACHI;Público;Santiago del Estero;El Cachi;0
PUESTO SANITARIO CAMPO ALEGRE;Público;Santiago del Estero;CAMPO ALEGRE;0
PUESTO SANITARIO CAMPO AMOR;Público;Santiago del Estero;Villa San Martín (Est. Loreto);0
PUESTO SANITARIO CAMPO DE CEJAS;Público;Santiago del Estero;Cejas;0
PUESTO SANITARIO CAMPO DEL CISNE;Público;Santiago del Estero;Campo del Cisne;0
PUESTO SANITARIO CAMPO GRANDE;Público;Santiago del Estero;Campo Grande;0
PUESTO SANITARIO CAMPO TOLEDO;Público;Santiago del Estero;El Aspirante;0
PUESTO SANITARIO CANAL MELERO - TABOADA;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO CAÑADA DE LA COSTA;Público;Santiago del Estero;Cañada de la Costa;0
PUESTO SANITARIO CAÑADA ESCOBAR;Público;Santiago del Estero;Cañada Escobar;0
PUESTO SANITARIO CARDON ESQUINA;Público;Santiago del Estero;Cardón Esquina;0
PUESTO SANITARIO CARTAVIO;Público;Santiago del Estero;Suncho Corral;0
PUESTO SANITARIO CASARES;Público;Santiago del Estero;Casares;0
PUESTO SANITARIO CASILLA DEL MEDIO;Público;Santiago del Estero;El Charco;0
PUESTO SANITARIO CASPI CORRAL;Público;Santiago del Estero;Caspi Corral;0
PUESTO SANITARIO CEJOLAO;Público;Santiago del Estero;Cejolao;0
PUESTO SANITARIO CHAÑAR POZO (PARAJE DEL AREA DEL PS CHAÑAR SUNICHA);Público;Santiago del Estero;Chañar Pozo;0
PUESTO SANITARIO CHAÑAR POZO DE ARRIBA;Público;Santiago del Estero;Chañar Pozo;0
PUESTO SANITARIO CHAUCHILLAS;Público;Santiago del Estero;Chauchillas;0
PUESTO SANITARIO CHEJCHILA;Público;Santiago del Estero;Villa Figueroa;0
PUESTO SANITARIO CHILCA JULIANA;Público;Santiago del Estero;Chilca Juliana;0
PUESTO SANITARIO CHILCAN;Público;Santiago del Estero;Matará;0
PUESTO SANITARIO CHILQUITA;Público;Santiago del Estero;Chilquita;0
PUESTO SANITARIO CHINCHILLAJ;Público;Santiago del Estero;Suncho Corral;0
PUESTO SANITARIO CHOYA;Público;Santiago del Estero;Choya;0
PUESTO SANITARIO COLLERA HUARCUNA;Público;Santiago del Estero;Villa Atamisqui;0
PUESTO SANITARIO COLONIA ALCIRA;Público;Santiago del Estero;Colonia Dora;0
PUESTO SANITARIO COLONIA ALPINA;Público;Santiago del Estero;Colonia Alpina;0
PUESTO SANITARIO COLONIA ISLA;Público;Santiago del Estero;Colonia Dora;0
PUESTO SANITARIO COLONIA LA VICTORIA;Público;Santiago del Estero;La Victoria;0
PUESTO SANITARIO COLONIA LAMADRID;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO COLONIA MACKINLAY;Público;Santiago del Estero;Colonia Mackinlay;0
PUESTO SANITARIO COLONIA PINTO;Público;Santiago del Estero;Colonia Pinto;0
PUESTO SANITARIO COLONIA SIEGEL;Público;Santiago del Estero;Colonia Siegel;0
PUESTO SANITARIO COLONIA TINCO;Público;Santiago del Estero;Termas de Río Hondo;0
PUESTO SANITARIO CORONEL RICO;Público;Santiago del Estero;Coronel Manuel L. Rico;0
PUESTO SANITARIO CORRAL DEL REY;Público;Santiago del Estero;Corral Del Rey;0
PUESTO SANITARIO CRUCECITAS;Público;Santiago del Estero;Villa San Martín (Est. Loreto);0
PUESTO SANITARIO CUATRO BOCAS;Público;Santiago del Estero;Cuatro Bocas;0
PUESTO SANITARIO DEL ROSARIO;Público;Santiago del Estero;Medellín;0
PUESTO SANITARIO DIASPA;Público;Santiago del Estero;Diaspa;0
PUESTO SANITARIO DIENTE DEL ARADO;Público;Santiago del Estero;Diente del Arado;0
PUESTO SANITARIO DONADEU;Público;Santiago del Estero;Donadeu;0
PUESTO SANITARIO EL 60;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO EL 90;Público;Santiago del Estero;Tintina;0
PUESTO SANITARIO EL AIBE;Público;Santiago del Estero;El Aibe;0
PUESTO SANITARIO EL ALBARDON;Público;Santiago del Estero;El Albardon;0
PUESTO SANITARIO EL ARENAL;Público;Santiago del Estero;El Bobadal;0
PUESTO SANITARIO EL ASPIRANTE;Público;Santiago del Estero;El Aspirante;0
PUESTO SANITARIO EL BAGUAL;Público;Santiago del Estero;El Charco;0
PUESTO SANITARIO EL BALDE;Público;Santiago del Estero;El Balde;0
PUESTO SANITARIO EL CABURE;Público;Santiago del Estero;El Caburé;0
PUESTO SANITARIO EL CADILLAL;Público;Santiago del Estero;Santos Lugares;0
PUESTO SANITARIO EL CAMBIADO;Público;Santiago del Estero;El Cambiado;0
PUESTO SANITARIO EL CANDELARIO;Público;Santiago del Estero;Candelaria;0
PUESTO SANITARIO EL CERRO;Público;Santiago del Estero;El Cerro;0
PUESTO SANITARIO EL CHURQUI;Público;Santiago del Estero;El Churqui;0
PUESTO SANITARIO EL COLORADO;Público;Santiago del Estero;El Colorado;0
PUESTO SANITARIO EL CUADRADO;Público;Santiago del Estero;El Cuadrado;0
PUESTO SANITARIO EL DESMONTE - CHOYA;Público;Santiago del Estero;Choya;0
PUESTO SANITARIO EL DESVASTADERO;Público;Santiago del Estero;EL DESBASTADERO;0
PUESTO SANITARIO EL DIABLO;Público;Santiago del Estero;El Diablo;0
PUESTO SANITARIO EL DIQUE;Público;Santiago del Estero;Villa Figueroa;0
PUESTO SANITARIO EL ENCANTO;Público;Santiago del Estero;Los Encantos;0
PUESTO SANITARIO EL HOYO;Público;Santiago del Estero;El Hoyo;0
PUESTO SANITARIO EL MALA CARA;Público;Santiago del Estero;El Malacara;0
PUESTO SANITARIO EL MISTOL;Público;Santiago del Estero;Ingeniero Forres (Est. Chaguar Punco);0
PUESTO SANITARIO EL OSCURO;Público;Santiago del Estero;El Oscuro;0
PUESTO SANITARIO EL PACARA;Público;Santiago del Estero;El Charco;0
PUESTO SANITARIO EL PIRUCHO (KM 14);Público;Santiago del Estero;El Pirucho;0
PUESTO SANITARIO EL PORVENIR;Público;Santiago del Estero;Termas de Río Hondo;0
PUESTO SANITARIO EL PORVENIR - CAMPO GALLO;Público;Santiago del Estero;Campo Gallo;0
PUESTO SANITARIO EL PUESTITO;Público;Santiago del Estero;Brea Pozo;0
PUESTO SANITARIO EL QUEMADO;Público;Santiago del Estero;El Quemado;0
PUESTO SANITARIO EL SAUZAL;Público;Santiago del Estero;Sauzal;0
PUESTO SANITARIO EL SETENTA;Público;Santiago del Estero;El Setenta;0
PUESTO SANITARIO EL SIMBOLAR;Público;Santiago del Estero;Simbolar;0
PUESTO SANITARIO ESTACION ATAMISQUI;Público;Santiago del Estero;Estación Atamisqui;0
PUESTO SANITARIO ESTACION LA PUNTA;Público;Santiago del Estero;Estación la Punta;0
PUESTO SANITARIO ESTACION ROBLES;Público;Santiago del Estero;Villa Robles;0
PUESTO SANITARIO FAMATINA;Público;Santiago del Estero;San Pedro;0
PUESTO SANITARIO FISCO CHICO;Público;Santiago del Estero;Campo Gallo;0
PUESTO SANITARIO FISCO DE FATIMA;Público;Santiago del Estero;El Fisco De Fátima;0
PUESTO SANITARIO FORTIN INCA;Público;Santiago del Estero;Fortín Inca;0
PUESTO SANITARIO GIRARDET;Público;Santiago del Estero;Girardet;0
PUESTO SANITARIO GRAMILLA;Público;Santiago del Estero;Gramilla;0
PUESTO SANITARIO GRANADERO GATICA  (S.M. VALLEJOS DE BOTO);Público;Santiago del Estero;Granadero Gatica;0
PUESTO SANITARIO GUAMPACHA;Público;Santiago del Estero;Guampacha;0
PUESTO SANITARIO GUANACO SOMBRIANA;Público;Santiago del Estero;Guanaco Sombriana;0
PUESTO SANITARIO GUAYPE;Público;Santiago del Estero;GUAYPE;0
PUESTO SANITARIO GUERRA;Público;Santiago del Estero;Guerra;0
PUESTO SANITARIO HERRERA;Público;Santiago del Estero;Herrera;0
PUESTO SANITARIO HIGUERA CHAQUI;Público;Santiago del Estero;Higuera Chaqui;0
PUESTO SANITARIO HORCOS TUCUCUNA;Público;Santiago del Estero;Horcos Tucucuna;0
PUESTO SANITARIO HOYON;Público;Santiago del Estero;Hoyón;0
PUESTO SANITARIO HUACHANA;Público;Santiago del Estero;Huachana;0
PUESTO SANITARIO HUIÑAJ POZO - COPO;Público;Santiago del Estero;Copo Viejo;0
PUESTO SANITARIO HUYAMAMPA;Público;Santiago del Estero;Huyamampa;0
PUESTO SANITARIO ICAÑO;Público;Santiago del Estero;Icaño;0
PUESTO SANITARIO INVERNADA NORTE;Público;Santiago del Estero;La Invernada;0
PUESTO SANITARIO INVERNADA SUR;Público;Santiago del Estero;La Invernada;0
PUESTO SANITARIO ISCA YACU;Público;Santiago del Estero;Isca Yacu;0
PUESTO SANITARIO ISLA VERDE;Público;Santiago del Estero;Isla Verde;0
PUESTO SANITARIO JUANILLO;Público;Santiago del Estero;Juanillo;0
PUESTO SANITARIO JUMI POZO;Público;Santiago del Estero;Jumi Pozo;0
PUESTO SANITARIO JUMIAL GRANDE OFICIAL;Público;Santiago del Estero;Jumial Grande;0
PUESTO SANITARIO KENTI TACO - RIO HONDO;Público;Santiago del Estero;Termas de Río Hondo;0
PUESTO SANITARIO KILOMETRO 25;Público;Santiago del Estero;Brea Pozo;0
PUESTO SANITARIO KILOMETRO 477;Público;Santiago del Estero;Kilómetro 477;0
PUESTO SANITARIO KILOMETRO 49;Público;Santiago del Estero;El 49;0
PUESTO SANITARIO KILOMETRO 88;Público;Santiago del Estero;KILOMETRO 88;0
PUESTO SANITARIO KM 11 (AÑATUYA) -;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO KM 13 (AÑATUYA) -;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO KM 18;Público;Santiago del Estero;Kilómetro 18;0
PUESTO SANITARIO KM 454;Público;Santiago del Estero;Kilómetro 454;0
PUESTO SANITARIO KM 90;Público;Santiago del Estero;Villa San Martín (Est. Loreto);0
PUESTO SANITARIO LA ABRITA;Público;Santiago del Estero;La Abrita;0
PUESTO SANITARIO LA AURORA;Público;Santiago del Estero;La Aurora;0
PUESTO SANITARIO LA BOTA;Público;Santiago del Estero;Bandera Bajada;0
PUESTO SANITARIO LA CANDELARIA;Público;Santiago del Estero;Candelaria;0
PUESTO SANITARIO LA CAÑADA;Público;Santiago del Estero;Monte Quemado;0
PUESTO SANITARIO LA COSTOSA - JIMENEZ;Público;Santiago del Estero;El Bobadal;0
PUESTO SANITARIO LA ELSITA;Público;Santiago del Estero;Estancia La Elsita;0
PUESTO SANITARIO LA FIRMEZA;Público;Santiago del Estero;La Firmeza;0
PUESTO SANITARIO LA FLORIDA;Público;Santiago del Estero;La Florida;0
PUESTO SANITARIO LA FRAGUA;Público;Santiago del Estero;La Fragua;0
PUESTO SANITARIO LA HIGUERA (SAN MARTIN);Público;Santiago del Estero;La Higuera;0
PUESTO SANITARIO LA HIGUERA (SILIPICA);Público;Santiago del Estero;La Higuera;0
PUESTO SANITARIO LA ISLA;Público;Santiago del Estero;La Isla;0
PUESTO SANITARIO LA MANGA;Público;Santiago del Estero;La Manga;0
PUESTO SANITARIO LA NENA;Público;Santiago del Estero;La Nena;0
PUESTO SANITARIO LA NORIA;Público;Santiago del Estero;La Noria;0
PUESTO SANITARIO LA PALIZA;Público;Santiago del Estero;La Paliza;0
PUESTO SANITARIO LA PALOMA;Público;Santiago del Estero;La Paloma;0
PUESTO SANITARIO LA PROVIDENCIA;Público;Santiago del Estero;Villa General Mitre (Est. Pinto);0
PUESTO SANITARIO LA RESBALOSA;Público;Santiago del Estero;La Resbalosa;0
PUESTO SANITARIO LA RIBERA;Público;Santiago del Estero;La Rivera;0
PUESTO SANITARIO LA TRAMPA;Público;Santiago del Estero;La Trampa;0
PUESTO SANITARIO LAS CEJAS DE JUAREZ;Público;Santiago del Estero;Las Cejas;0
PUESTO SANITARIO LAS DELICIAS;Público;Santiago del Estero;Las Delicias;0
PUESTO SANITARIO LAS PARVAS;Público;Santiago del Estero;Santos Lugares;0
PUESTO SANITARIO LAS TINAJAS;Público;Santiago del Estero;Las Tinajas;0
PUESTO SANITARIO LAS VIBORITAS;Público;Santiago del Estero;Las Vivoritas;0
PUESTO SANITARIO LAVALLE;Público;Santiago del Estero;Lavalle;0
PUESTO SANITARIO LIBERTAD;Público;Santiago del Estero;Libertad;0
PUESTO SANITARIO LILO VIEJO;Público;Santiago del Estero;Lilo Viejo;0
PUESTO SANITARIO LIMACHE (MITRE);Público;Santiago del Estero;Limache;0
PUESTO SANITARIO LLAJTA MAUCA;Público;Santiago del Estero;Llajta Mauca;0
PUESTO SANITARIO LOMA BLANCA;Público;Santiago del Estero;Loma Blanca;0
PUESTO SANITARIO LOMAS DE YESO;Público;Santiago del Estero;Loma de Yeso;0
PUESTO SANITARIO LOMITAS ATAMISQUI;Público;Santiago del Estero;Lomitas;0
PUESTO SANITARIO LOS ANGELES;Público;Santiago del Estero;Los Angeles;0
PUESTO SANITARIO LOS ARAGONES;Público;Santiago del Estero;ARAGONES;0
PUESTO SANITARIO LOS CERRILLOS;Público;Santiago del Estero;Cerrillos;0
PUESTO SANITARIO LOS GALLEGOS;Público;Santiago del Estero;Los Gallegos;0
PUESTO SANITARIO LOS LEZCANO;Público;Santiago del Estero;Lescanos;0
PUESTO SANITARIO LOS NUÑEZ;Público;Santiago del Estero;Los Núñez;0
PUESTO SANITARIO LOS PEREYRA;Público;Santiago del Estero;Los Pereyra;0
PUESTO SANITARIO LOS POCITOS (AÑATUYA);Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO LOS PORONGOS;Público;Santiago del Estero;Los Porongos;0
PUESTO SANITARIO LOS POZOS;Público;Santiago del Estero;Los Pozos;0
PUESTO SANITARIO LOS ROMANOS;Público;Santiago del Estero;Romanos;0
PUESTO SANITARIO LOS SAUCES;Público;Santiago del Estero;Los Sauces;0
PUESTO SANITARIO LOS SUAREZ;Público;Santiago del Estero;Villa San Martín (Est. Loreto);0
PUESTO SANITARIO LOS TIGRES;Público;Santiago del Estero;Los Tigres;0
PUESTO SANITARIO LOTE 29 CHICO;Público;Santiago del Estero;Lote 29;0
PUESTO SANITARIO LOTE 32;Público;Santiago del Estero;La Costa;0
PUESTO SANITARIO LOTE 40;Público;Santiago del Estero;Pinto;0
PUESTO SANITARIO LOTE 43;Público;Santiago del Estero;Pampa de los Guanacos;0
PUESTO SANITARIO LOTE 87;Público;Santiago del Estero;Árbol Blanco;0
PUESTO SANITARIO LUGONES;Público;Santiago del Estero;Lugones;0
PUESTO SANITARIO LUJAN;Público;Santiago del Estero;Luján;0
PUESTO SANITARIO MAILIN;Público;Santiago del Estero;Villa Mailín;0
PUESTO SANITARIO MAJADA SUD;Público;Santiago del Estero;Majadas Sud;0
PUESTO SANITARIO MALBRAN;Público;Santiago del Estero;Malbrán;0
PUESTO SANITARIO MANCAPA;Público;Santiago del Estero;Colonia Dora;0
PUESTO SANITARIO MANGA BAJADA;Público;Santiago del Estero;Manga Bajada;0
PUESTO SANITARIO MANOGASTA;Público;Santiago del Estero;Manogasta;0
PUESTO SANITARIO MANSUPA;Público;Santiago del Estero;Mansupa;0
PUESTO SANITARIO MARIA ANGELICA;Público;Santiago del Estero;Tintina;0
PUESTO SANITARIO MARIA LUISA;Público;Santiago del Estero;Colonia María Luisa;0
PUESTO SANITARIO MATARA;Público;Santiago del Estero;Matará;0
PUESTO SANITARIO MEDIA FLOR;Público;Santiago del Estero;Media Flor;0
PUESTO SANITARIO MELERO;Público;Santiago del Estero;Melero;0
PUESTO SANITARIO MERCEDES;Público;Santiago del Estero;Mercedes;0
PUESTO SANITARIO MILAGRO;Público;Santiago del Estero;Santos Lugares;0
PUESTO SANITARIO MILI;Público;Santiago del Estero;Mili;0
PUESTO SANITARIO MIREYA;Público;Santiago del Estero;Beltrán;0
PUESTO SANITARIO MISTOL MUYOJ;Público;Santiago del Estero;Termas de Río Hondo;0
PUESTO SANITARIO MISTOL POZO;Público;Santiago del Estero;Mistol Pozo;0
PUESTO SANITARIO MONTE REDONDO;Público;Santiago del Estero;Monte Redondo;0
PUESTO SANITARIO MONTE RICO;Público;Santiago del Estero;Monte Rico;0
PUESTO SANITARIO MUNICIPAL Nº 6 BARRIO COLONIA OSVALDO;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO MUNICIPAL Nº 7 BARRIO JUAN XXIII;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO MUNICIPAL Nº 8 PARAJE MIEL DE PALO;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO NAVARRO;Público;Santiago del Estero;Navarro;0
PUESTO SANITARIO NAVICHA;Público;Santiago del Estero;Icaño;0
PUESTO SANITARIO Nº 1 VILLA ABREGU;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO Nº 10 LOTE 47 AÑATUYA;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO Nº 2 LA LEÑERA;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO Nº 3 BARRIO MANZIONE;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO Nº 4 BARRIO OBRERO;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO Nº 5 TERMINAL DE OMNIBUS;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO Nº 8 BARRIO ZONA RURAL;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO Nº 9 BARRIO LAS MALVINAS;Público;Santiago del Estero;Añatuya;0
PUESTO SANITARIO NUEVA FRANCIA;Público;Santiago del Estero;Nueva Francia;0
PUESTO SANITARIO NUEVO;Público;Santiago del Estero;Nueva Esperanza;0
PUESTO SANITARIO ORATORIO;Público;Santiago del Estero;Oratorio;0
PUESTO SANITARIO OTUMPA;Público;Santiago del Estero;Pueblo Pablo Torelo (Est. Otumpa);0
PUESTO SANITARIO PAAJ POZO;Público;Santiago del Estero;San José del Boquerón;0
PUESTO SANITARIO PALMARES;Público;Santiago del Estero;Palmares;0
PUESTO SANITARIO PALO NEGRO;Público;Santiago del Estero;Palo Negro;0
PUESTO SANITARIO PALO QUEMADO;Público;Santiago del Estero;Palos Quemados;0
PUESTO SANITARIO PAMPA ATUN;Público;Santiago del Estero;Pampa Atun;0
PUESTO SANITARIO PAMPA MUYOJ;Público;Santiago del Estero;Robles;0
PUESTO SANITARIO PAMPA POZO;Público;Santiago del Estero;Pampa Pozo;0
PUESTO SANITARIO PASO GRANDE;Público;Santiago del Estero;Lugones;0
PUESTO SANITARIO PATAY;Público;Santiago del Estero;Patay;0
PUESTO SANITARIO PERCHIL BAJO;Público;Santiago del Estero;Perchil Bajo;0
PUESTO SANITARIO PIEDRA BLANCA;Público;Santiago del Estero;Piedra Blanca;0
PUESTO SANITARIO PIRUAJ BAJO;Público;Santiago del Estero;Copo Viejo;0
PUESTO SANITARIO POZO BETBEDER;Público;Santiago del Estero;Pozo Betbeder;0
PUESTO SANITARIO POZO CAVADO;Público;Santiago del Estero;Pozo Cabado;0
PUESTO SANITARIO POZO DE FRIAS;Privado;Santiago del Estero;Brea Pozo;0
PUESTO SANITARIO POZO DEL CASTAÑO;Público;Santiago del Estero;Pozo del Castaño;0
PUESTO SANITARIO POZO DEL TOBA;Público;Santiago del Estero;Pozo del Toba;0
PUESTO SANITARIO POZO LIMPIO;Público;Santiago del Estero;Santos Lugares;0
PUESTO SANITARIO POZO MOSOJ;Público;Santiago del Estero;Pozo Mosoj;0
PUESTO SANITARIO POZO SALADO;Público;Santiago del Estero;Pozo Salado;0
PUESTO SANITARIO POZUELOS;Público;Santiago del Estero;Pozuelos;0
PUESTO SANITARIO PUENTE NEGRO (PARAJE);Público;Santiago del Estero;Colonia Dora;0
PUESTO SANITARIO PUERTA GRANDE;Público;Santiago del Estero;Puerta Grande;0
PUESTO SANITARIO PUESTO DE DIAZ;Público;Santiago del Estero;Medellín;0
PUESTO SANITARIO PUESTO DE JUANES;Público;Santiago del Estero;Puesto De Juanes;0
PUESTO SANITARIO PUESTO DEL MEDIO;Público;Santiago del Estero;Puesto del Medio;0
PUESTO SANITARIO PUNTA CORRAL;Público;Santiago del Estero;Herrera;0
PUESTO SANITARIO PUNTA DEL MONTE;Público;Santiago del Estero;Punta Del Monte;0
PUESTO SANITARIO QUEBRACHITOS;Público;Santiago del Estero;Quebrachitos;0
